field,dtype,orig_name,example,drop,groupby,round
measurement_calibration_sensors_channel_8__calibration_1__caldata_42__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[42].c3,1.31E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_43__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[43].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_43__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[43].c1,1.07E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_43__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[43].c2,1.74E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_43__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[43].c3,1.21E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_44__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[44].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_44__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[44].c1,1.49E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_44__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[44].c2,1.88E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_44__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[44].c3,1.13E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_45__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[45].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_45__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[45].c1,2.07E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_45__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[45].c2,1.98E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_45__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[45].c3,1.05E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_46__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[46].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_46__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[46].c1,2.88E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_46__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[46].c2,2.03E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_46__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[46].c3,9.89E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_47__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[47].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_47__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[47].c1,4.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_47__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[47].c2,2.06E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_47__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[47].c3,9.31E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_48__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[48].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_48__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[48].c1,5.56E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_48__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[48].c2,2.06E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_48__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[48].c3,8.75E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_49__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[49].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_49__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[49].c1,7.72E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_49__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[49].c2,2.04E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_49__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[49].c3,8.17E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_5__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[5].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_5__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[5].c1,1.49E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_5__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[5].c2,1.99E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_5__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[5].c3,8.74E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_50__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[50].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_50__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[50].c1,1.07E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_50__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[50].c2,2.00E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_50__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[50].c3,7.51E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_51__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[51].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_51__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[51].c1,1.49E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_51__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[51].c2,1.91E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_51__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[51].c3,6.75E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_52__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[52].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_52__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[52].c1,2.07E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_52__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[52].c2,1.77E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_52__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[52].c3,5.87E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_53__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[53].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_53__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[53].c1,2.88E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_53__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[53].c2,1.56E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_53__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[53].c3,4.90E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_54__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[54].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_54__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[54].c1,4.00E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_54__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[54].c2,1.31E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_54__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[54].c3,3.92E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_55__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[55].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_55__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[55].c1,5.56E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_55__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[55].c2,1.05E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_55__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[55].c3,3.00E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_56__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[56].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_56__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[56].c1,7.72E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_56__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[56].c2,8.01E-03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_56__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[56].c3,2.25E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_57__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[57].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_57__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[57].c1,1.07E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_57__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[57].c2,5.98E-03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_57__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[57].c3,1.63E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_58__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[58].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_58__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[58].c1,1.49E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_58__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[58].c2,4.38E-03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_58__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[58].c3,1.13E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_59__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[59].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_59__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[59].c1,2.07E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_59__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[59].c2,3.19E-03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_59__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[59].c3,7.86E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_6__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[6].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_6__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[6].c1,2.07E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_6__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[6].c2,1.99E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_6__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[6].c3,8.64E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_60__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[60].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_60__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[60].c1,2.88E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_60__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[60].c2,2.31E-03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_60__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[60].c3,5.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_61__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[61].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_61__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[61].c1,4.00E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_61__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[61].c2,1.67E-03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_61__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[61].c3,2.65E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_62__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[62].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_62__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[62].c1,5.56E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_62__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[62].c2,1.20E-03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_62__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[62].c3,6.27E-01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_63__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[63].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_63__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[63].c1,7.72E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_63__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[63].c2,8.64E-04,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_63__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[63].c3,-1.34E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_64__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[64].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_64__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[64].c1,1.07E+03,1,,
